"gcpvjk0",true,5880,"2018-05-01 01:38:00",51.526903,-0.120188,"40215","TAXIS","292",1525131480000
"gcpvje4",true,1800,"2018-05-01 01:41:00",51.521459,-0.107061,"40077","TAXIS","300",1525131660000
"gcpvje6",true,3600,"2018-05-01 01:42:00",51.522879,-0.106315,"40068","TAXIS","304",1525131720000
"gcpvje6",true,1740,"2018-05-01 01:42:00",51.522918,-0.106186,"40152","TAXIS","305",1525131720000
"gcpvje6",true,1800,"2018-05-01 01:51:00",51.522812,-0.105774,"40146","TAXIS","316",1525132260000
"gcpvje7",true,1800,"2018-05-01 01:52:00",51.522885,-0.105434,"40209","TAXIS","317",1525132320000
"gcpvj7j",true,1800,"2018-05-01 01:59:00",51.520543,-0.114096,"40089","TAXIS","323",1525132740000
"gcpvje1",true,1800,"2018-05-01 02:00:00",51.521449,-0.107253,"40212","TAXIS","325",1525132800000
"gcpvje4",true,1800,"2018-05-01 02:05:00",51.521784,-0.106425,"40116","TAXIS","331",1525133100000
"gcpvje6",true,1800,"2018-05-01 02:07:00",51.522395,-0.106114,"40203","TAXIS","335",1525133220000
"gcpvj6u",true,1800,"2018-05-01 02:10:00",51.519869,-0.114921,"40095","TAXIS","341",1525133400000
"gcpvj6u",true,1800,"2018-05-01 02:11:00",51.519744,-0.114359,"40056","TAXIS","342",1525133460000
"gcpvje6",true,5400,"2018-05-01 02:12:00",51.523158,-0.106392,"40068","TAXIS","348",1525133520000
"gcpvj6u",true,1800,"2018-05-01 02:20:00",51.51967,-0.114134,"40098","TAXIS","353",1525134000000
"gcpvje3",true,1800,"2018-05-01 02:23:00",51.522625,-0.107155,"40110","TAXIS","359",1525134180000
"gch6nxz",true,1800,"2018-05-01 02:25:00",51.019361,-4.977221,"40101","TAXIS","361",1525134300000
"gcpvje4",true,3600,"2018-05-01 02:35:00",51.521798,-0.105628,"40116","TAXIS","372",1525134900000
"gcpvj6u",true,1800,"2018-05-01 02:37:00",51.519425,-0.114035,"40074","TAXIS","374",1525135020000
"gcpvj6u",true,3600,"2018-05-01 02:41:00",51.519728,-0.115361,"40056","TAXIS","384",1525135260000
"gcpvje6",true,7200,"2018-05-01 02:42:00",51.522917,-0.106582,"40068","TAXIS","390",1525135320000
"gcpvje6",true,1800,"2018-05-01 02:56:00",51.521807,-0.106804,"40107","TAXIS","402",1525136160000
"gcpvje6",true,1800,"2018-05-01 03:00:00",51.522843,-0.107139,"40149","TAXIS","407",1525136400000
"gcpvje6",true,1800,"2018-05-01 03:00:00",51.523046,-0.10676,"40155","TAXIS","408",1525136400000
"gcpvj6u",true,1800,"2018-05-01 03:02:00",51.51948,-0.11479,"40119","TAXIS","411",1525136520000
"gcpvje6",true,1800,"2018-05-01 03:06:00",51.52204,-0.106551,"40164","TAXIS","417",1525136760000
